,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,language,sentence1,sentence2,label
144,144,144,144,English,"Until the advent of electronic and digital video technology , the mass production of pornographic films was linked directly to the mainstream film industry .",The mass production of electronic and digital films was linked directly to the established film industry until the advent of pornographic video technology .,0
145,145,145,145,English,"While the 33d Fighter Group was inactive , it was consolidated with the 33d Tactical Group as the 33d Tactical Fighter Group .","While the 33d Tactical Group was inactive , it was consolidated as 33d Tactical Fighter Group with the 33d Fighter Group .",0
146,146,146,146,English,It serves to the south-eastern Edithvale suburb of Melbourne opening on 20 September 1919 .,It serves the south-eastern Melbourne suburb of Edithvale opening on 20 September 1919 .,0
147,147,147,147,English,"Massé was born in Westchester County , New York , grew up in Holland , Michigan , and lived in Europe during her teens .","Massé was born in Westchester County , New York , grew up in Holland , Michigan , and lived in Europe during her teenage years .",1
148,148,148,148,English,Fishman holds a bachelor 's degree from Columbia University and a master 's degree in economics from Brown University .,Fishman holds a Bachelor 's degree from Brown University and a Master 's degree in Columbia University Economics .,0
149,149,149,149,English,"Following her success , Jane Campion hired Jones for a television miniseries that turned into the film Angel at my Table , an adaptation of Janet Frame 's autobiography .","Following her success , Jane Campion Jones was an adaptation of Janet Frame ’ s autobiography for a television miniseries that turned into the film Angel at my Table .",0
150,150,150,150,English,"Stipsits was born in Vienna , and spent his childhood in Stammersdorf , Korneuburg .","Stipsits was born in Vienna and spent his childhood at Stammersdorf , Korneuburg .",1
151,151,151,151,English,Navarro is a partido in the northeast of Buenos Aires Province in Argentina .,Navarro is a partido in the northeast of Argentina in the province of Buenos Aires .,0
152,152,152,152,English,"Upstream is the decommissioned Michigan Central Railway Bridge , which with its predecessor , the Niagara Cantilever Bridge , competed with the Rapids Bridge whirlpool for rail transport .","Upstream is the decommissioned Michigan Central Railway Bridge , which competed with its predecessor , the Rapids Bridge whirlpool , with the Niagara Cantilever Bridge for railway traffic .",0
153,153,153,153,English,"The song was written and produced by the gala , which was composed by Filippo Andrea Carmeni and Maurizio Molella .",The song was written and composed by Gala produced by Filippo Andrea Carmeni and Maurizio Molella .,0
154,154,154,154,English,"Retzius was born in Stockholm , son of the anatomist Anders Jahan Retzius ( and grandson of the naturalist and chemist Anders Retzius ) .","Retzius was born in Stockholm , the son of anatomist Anders Retzius ( and grandson of the naturalist and chemist Anders Jahan Retzius ) .",0
155,155,155,155,English,"At the 2011 census , 78.8 % of inhabitants were Romanians , 17 % Roma , 2.7 % Hungarians and 1.4 % Germans .","In the 2011 census , 78.8 % of the inhabitants were Roma , 17 % Hungarians , 2.7 % Romanians and 1.4 % Germans .",0
156,156,156,156,English,"The museum is centrally located in Jiangbeizui CBD , near the confluence of the Jialing River and the Yangtze River .","The museum is centrally located in Jiangbeizui CBD , near the confluence of the Jialing River and the river Yangtze .",1
157,157,157,157,English,"Robbins was born in Coventry on 21 September 1933 , with his twin David , the eighth and ninth children of twelve by Charles and Jessamine Robbins .","David was born on 21 September 1933 in Coventry with his twin father Charles and Jessamine Robbins , the eighth and ninth child of twelve of Robbins .",0
158,158,158,158,English,The battalion is maintained by the Queen 's York Rangers ( 1st American Regiment ) ( RCAC ) .,The battalion is perpetuated by The Queen 's York Rangers ( RCAC ) ( 1st American Regiment ) .,1
159,159,159,159,English,Katz was born in 1947 in Sweden and moved to New York at the age of one .,Katz was born in New York City in 1947 and moved to Sweden at the age of 1 years .,0
160,160,160,160,English,The image on the page is a two-dimensional image as opposed to pre-rendered 3D .,The image on the side is a two-dimensional image as opposed to pre-rendered 3D .,1
161,161,161,161,English,"`` Stopped '' light , in the context of an EIT medium , refers to the `` quantum '' transfer of photons to the coherent system and back again .",`` Stopped '' Light refers in the context of an EIT medium to the `` quantum '' transfer of photons to the coherent system and return .,1
162,162,162,162,English,The previous average is more important for high values of formula _ 2 .,For high values of Formula 2 the current average is more important .,0
163,163,163,163,English,"Among the prominent women of Suriname are Jennifer Simons , Marijke Djwalapersad , Elisabeth Samson , Cynthia McLeod , and Ruth Wijdenbosch .","Among the most prominent women of Suriname are Jennifer Simons , Marijke Djwalapersad , Elisabeth Samson , Cynthia McLeod and Ruth Wijdenbosch .",1
164,164,164,164,English,"In 1924 he was an invited spokesman for the ICM in Toronto , in Oslo in 1932 and in 1936 in Zurich .","In 1924 he was an invited spokesperson for the ICM in Toronto , in 1932 in Zurich and in Oslo in 1936 .",0
165,165,165,165,English,"The BBC World Service also broadcast a version called `` Animal , Vegetable and Mineral '' , chaired by Michael Flanders with a panel including Terry Wogan .","The BBC World Service also exhibited a version called `` Animal , Vegetable and Mineral '' , chaired by Michael Flanders , with a panel with Terry Wogan .",1
166,166,166,166,English,"Thompson 's younger brother , Julia , was born in 1863 in Charles Martin Hall , Geauga County , Ohio .","Julia ’ s younger brother , Charles Martin Hall , was born in Thompson , Geauga County , Ohio , in 1863 .",0
167,167,167,167,English,The Horezu River is a tributary of the Ponoru River in Romania .,The Ponoru River is a tributary of the Horezu in Romania .,0
168,168,168,168,English,"In 2002 , the song was published by the British producer Vincent Stormfield and covered by Independiente as '' Sweet Harmony 02 `` .","In 2002 , the song was covered by British producer Vincent Stormfield and released as `` Sweet Harmony '02 '' by Independiente .",0
169,169,169,169,English,"David was born on 21 September 1933 in Coventry with his twin father Charles and Jessamine Robbins , the eighth and ninth child of twelve of Robbins .","Robbins was born on 21 September 1933 in Coventry , with his twin David , the eighth and ninth child of the twelve of Charles and Jessamine Robbins .",0
170,170,170,170,English,The regiment left Boston in October 1777 to join General George Washington 's Main Army outside Philadelphia .,The regime left Philadelphia in October 1777 to join General George Washington 's main army outside of Boston .,0
171,171,171,171,English,The compound was developed by Dr. Patrick Page and his team and was patented by Genkyotex in 2007 .,The compound was patented by Dr. Patrick Page and his team and was invented by Genkyotex in 2007 .,0
172,172,172,172,English,"The `` case '' was used for the last time in 1949 in East Germany , 1966 in West Germany .","The `` Fallbeil '' was last used in West Germany in 1949 , in 1966 in East Germany .",0
173,173,173,173,English,"Ringo Sheena is the leader of the Saito Neko Quartet , and is known for his many collaborations with musician Saito .",Saito is the head of the Saito Neko Quartet and is well known for his many collaborations with the musician Ringo Sheena .,0
174,174,174,174,English,Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Abu Halifa district of Al Ahmadi governorate in southern Kuwait .,Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Kuwait of Al Ahmadi governorate in the southern Abu Halifa District .,0
175,175,175,175,English,"His father was the illegitimate son of Anne Tothby , a Member of Parliament for Lincolnshire , and William Skipwith .","His father was the illegitimate son of Anne Tothby , a member of the Lincolnshire Parliament , and William Skipwith .",1
176,176,176,176,English,"Among them are Marie Teresa Rios , a composer of boleros , Julita Ross , an author , and Sylvia Rexach , a singer .","Among them are Sylvia Rexach , a composer of Boleros , Marie Teresa Rios , author , and Julita Ross , a singer .",0
177,177,177,177,English,"He was survived by his wife Carol Ober , daughter Viola and four grandchildren .","He was survived by his wife Carol Ober , his daughter Viola and four grandchildren .",1
178,178,178,178,English,"He would return to the station to the west of Tecumseh that night , and then ride with another horse to Violet Springs before his neighbors could become suspicious .","He would travel to the station that night , located west of Tecumseh , and then return to Violet Springs with another horse before his neighbors could be suspicious .",0
